customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
9234-AKKWU,2022-04-20,Paid,2023-04-20,Premium,Annual,,,86.19,3361,27,0,nandini,India,Nagaland,Female,1994-05-13 11:31:26,,,,
7782-XLSIP,2024-08-19,Refferal,2024-09-18,Premium,Monthly,,,64.05,1665,45,0,andrew,India,Meghalaya,Male,1972-10-29 11:31:26,,,,
1577-RGVUT,2024-10-25,Organic,2024-11-24,Premium,Monthly,,,58.75,4876,37,0,max,India,Uttar Pradesh,Male,1987-01-03 11:31:26,,,,
6315-LYSWC,2020-12-27,Refferal,2021-12-27,Standard,Annual,,,11.6,962,57,0,leena,India,Nagaland,Female,1962-04-09 11:31:26,2025-08-01,N,61.0,1.0
1231-YIHEM,2023-12-07,Refferal,2024-12-06,Standard,Annual,2026-02-24,Not enough content,14.96,807,82,1,hamsini,India,Rajasthan,Female,1973-04-12 11:31:26,,,,
4641-UGTVZ,2025-04-15,Paid,2026-04-15,Standard,Annual,,,15.68,1379,42,0,madhav,Nepal,Kathmandu,Male,1991-05-30 11:31:26,2025-11-20,N,90.0,2.0
4569-KKMPJ,2021-05-14,Refferal,2022-05-14,Basic,Annual,,,8.49,500,32,0,benjamin,India,Rajasthan,Male,1971-04-23 11:31:26,,,,
9672-ZIAUT,2025-07-14,Organic,2025-08-13,Premium,Monthly,,,50.53,1920,4,0,brinda,India,Telangana,Female,1990-12-24 11:31:26,2025-03-12,N,61.0,1.0
9197-FSILD,2024-03-06,Paid,2025-03-06,Standard,Annual,,,16.34,637,56,0,ekaja,India,Telangana,Female,1959-04-12 11:31:26,,,,
3726-QXMJM,2025-07-27,Organic,2026-07-27,Standard,Annual,,,12.69,1015,65,0,laksh,India,Telangana,Male,2005-08-10 11:31:26,,,,
0577-XLMQH,2024-11-25,Paid,2025-11-25,Standard,Annual,,,13.68,424,57,0,advika,India,Uttar Pradesh,Female,1992-01-29 11:31:26,,,,
9166-YCIEN,2025-11-14,Paid,2026-11-14,Standard,Annual,,,14.35,760,31,0,gagan,Nepal,Kathmandu,Male,1998-07-30 11:31:26,,,,
3224-PRCZA,2024-06-05,Paid,2025-06-05,Premium,Annual,,,57.14,2914,49,0,forum,India,Delhi,Female,2007-09-10 11:31:26,,,,
0150-ISRVM,2025-04-13,Paid,2026-04-13,Premium,Annual,2025-07-04,Switched to competitor,41.84,2175,98,1,reva,Nepal,Kathmandu,Female,1993-01-16 11:31:26,2026-01-15,N,80.0,2.0
8710-TTRLU,2021-09-04,Paid,2022-09-04,Premium,Annual,,,52.72,3005,26,0,watika,Nepal,Kathmandu,Female,1965-11-18 11:31:26,,,,
2702-EITGK,2025-08-05,Refferal,2025-09-04,Premium,Monthly,2026-04-14,Switched to competitor,28.46,711,76,1,zarna,Nepal,Kathmandu,Female,2007-01-14 11:31:26,,,,
8199-BDTPB,2026-04-18,Paid,2027-04-18,Standard,Annual,2026-07-19,Switched to competitor,14.86,579,74,1,onveer,India,Meghalaya,Male,1984-12-13 11:31:26,,,,
1086-OVGKV,2024-01-23,Paid,2024-02-22,Basic,Monthly,,,6.82,375,35,0,elijah,Nepal,Kathmandu,Male,2002-09-15 11:31:26,2026-04-13,Y,13.0,1.0
3105-MQGHW,2024-12-18,Paid,2025-12-18,Standard,Annual,,,11.32,781,21,0,yachana,India,Maharashtra,Female,1990-09-28 11:31:26,2025-06-18,N,84.0,2.0
4384-GHXZC,2024-10-23,Refferal,2024-11-22,Premium,Monthly,,,21.31,703,11,0,urvi,India,Delhi,Female,1960-07-14 11:31:26,2025-10-17,Y,31.0,2.0
1282-FNAHC,2020-12-13,Paid,2021-12-13,Standard,Annual,2023-05-29,Switched to competitor,11.31,848,77,1,pooja,India,Nagaland,Female,1956-10-18 11:31:26,2026-04-12,N,66.0,2.0
5072-KZFUV,2021-08-07,Organic,2022-08-07,Premium,Annual,2022-08-13,Switched to competitor,22.12,1526,98,1,ati,Nepal,Kathmandu,Female,1988-06-11 11:31:26,,,,
5591-PPODF,2023-05-18,Paid,2024-05-17,Standard,Annual,2024-01-15,Too expensive,12.23,697,84,1,ryan,Nepal,Kathmandu,Male,1989-06-29 11:31:26,2025-08-04,N,79.0,1.0
3054-VHXVH,2022-10-27,Organic,2023-10-27,Basic,Annual,,,9.33,289,22,0,jackson,India,Uttar Pradesh,Male,1977-05-15 11:31:26,2026-01-18,N,77.0,2.0
8656-HNSUU,2023-09-08,Organic,2024-09-07,Standard,Annual,2024-08-04,Poor streaming quality,16.02,865,75,1,eta,India,Rajasthan,Female,1999-05-31 11:31:26,2025-07-04,Y,34.0,1.0
2660-YNVAG,2025-12-20,Paid,2026-01-19,Premium,Monthly,2026-08-02,Poor streaming quality,72.6,3557,77,1,mitali,Nepal,Kathmandu,Female,2000-12-21 11:31:26,,,,
3926-IDPUE,2022-11-01,Refferal,2023-11-01,Basic,Annual,2024-03-11,Forgot to cancel trial,7.43,445,82,1,udarsh,India,Uttar Pradesh,Male,1960-08-24 11:31:26,,,,
0807-NNHJW,2026-03-02,Organic,2027-03-02,Premium,Annual,,,25.46,2215,5,0,nakul,India,Karnataka,Male,2004-10-27 11:31:26,,,,
6860-ITNQN,2021-03-13,Paid,2021-04-12,Standard,Monthly,2022-05-10,Too expensive,12.82,948,95,1,ansh,India,Maharashtra,Male,1974-05-07 11:31:26,,,,
0996-YSJVH,2024-04-20,Organic,2025-04-20,Premium,Annual,,,49.17,2310,29,0,zinal,India,Telangana,Female,1979-10-04 11:31:26,,,,
1967-HSHAY,2024-02-24,Paid,2024-03-25,Standard,Monthly,2024-09-10,Too expensive,13.84,775,97,1,tarak,India,Karnataka,Male,1996-06-25 11:31:26,,,,
8883-RFLUE,2022-07-25,Paid,2022-08-24,Premium,Monthly,,,52.63,3684,8,0,madhavi,India,Nagaland,Female,1980-10-12 11:31:26,2025-03-04,Y,38.0,1.0
1413-WDXET,2022-02-08,Refferal,2022-03-10,Standard,Monthly,,,16.81,722,8,0,chavvi,India,Nagaland,Female,1975-03-06 11:31:26,,,,
5695-QRBAM,2023-04-16,Paid,2024-04-15,Standard,Annual,,,12.15,607,20,0,rohan,India,Rajasthan,Male,1975-09-15 11:31:26,2025-12-27,N,51.0,1.0
3244-QCNSX,2024-11-10,Paid,2024-12-10,Standard,Monthly,,,13.81,994,18,0,jai,India,Meghalaya,Male,1976-12-10 11:31:26,2025-10-25,N,54.0,2.0
4825-UVMEP,2024-07-14,Organic,2024-08-13,Basic,Monthly,,,8.38,586,47,0,pahal,India,Delhi,Female,1971-06-29 11:31:26,2026-08-17,N,74.0,1.0
5888-JWCVW,2023-10-14,Paid,2024-10-13,Standard,Annual,,,14.5,913,15,0,nirja,India,Karnataka,Female,1999-10-28 11:31:26,2025-12-25,N,58.0,1.0
9695-KPNKR,2020-09-15,Paid,2020-10-15,Standard,Monthly,,,11.16,982,45,0,bahadurjit,India,Telangana,Male,1985-02-20 11:31:26,2024-11-04,Y,36.0,2.0
0967-RSUJQ,2022-08-29,Organic,2023-08-29,Basic,Annual,,,6.95,264,31,0,vansha,Nepal,Kathmandu,Female,1960-03-15 11:31:26,,,,
2680-YVVLU,2022-01-31,Paid,2022-03-02,Basic,Monthly,2023-05-23,Not enough content,7.95,159,75,1,lucky,India,Nagaland,Male,2001-09-19 11:31:26,2025-11-16,N,79.0,2.0
4287-CQBHN,2026-01-12,Paid,2026-02-11,Premium,Monthly,2026-01-29,Switched to competitor,38.71,1006,93,1,barkha,India,Maharashtra,Female,1964-10-12 11:31:26,,,,
4050-VUOCR,2026-02-07,Refferal,2027-02-07,Premium,Annual,,,49.53,4011,49,0,janani,India,Karnataka,Female,1998-07-02 11:31:26,,,,
5083-LOCXQ,2024-09-15,Organic,2024-10-15,Standard,Monthly,,,14.08,535,47,0,darsh,India,Telangana,Male,1996-06-10 11:31:26,,,,
0244-WUFND,2021-02-18,Organic,2021-03-20,Standard,Monthly,,,13.41,858,49,0,dipta,India,Karnataka,Female,2004-08-27 11:31:26,,,,
9282-WSZWR,2022-10-19,Organic,2022-11-18,Premium,Monthly,,,45.83,2520,41,0,eiravati,India,Telangana,Female,1990-06-29 11:31:26,,,,
7601-MMRUQ,2025-10-15,Organic,2025-11-14,Standard,Monthly,2026-03-23,Switched to competitor,16.4,606,83,1,george,India,Rajasthan,Male,1993-08-08 11:31:26,,,,
8193-KIBGV,2022-02-04,Refferal,2023-02-04,Standard,Annual,,,11.01,946,40,0,george,Nepal,Kathmandu,Male,1988-12-05 11:31:26,2025-07-28,N,50.0,1.0
2562-PVITV,2024-04-23,Paid,2024-05-23,Premium,Monthly,,,23.12,369,29,0,bishakha,India,Maharashtra,Female,2004-11-27 11:31:26,2026-06-26,N,72.0,1.0
3683-UHCVI,2025-01-22,Paid,2025-02-21,Basic,Monthly,,,6.62,589,27,0,manya,Nepal,Kathmandu,Female,1982-04-12 11:31:26,2026-01-09,N,53.0,1.0
4106-CYQUU,2022-02-12,Organic,2023-02-12,Standard,Annual,,,16.07,1108,31,0,ojasvi,Nepal,Kathmandu,Female,1990-09-23 11:31:26,2026-03-14,N,82.0,1.0
7614-CGIPU,2025-02-07,Refferal,2025-03-09,Standard,Monthly,,,12.44,808,5,0,manya,India,Uttar Pradesh,Female,2002-12-14 11:31:26,2025-05-27,N,56.0,1.0
1472-MHYMS,2026-05-13,Organic,2027-05-13,Standard,Annual,,,14.51,769,50,0,ojas,Nepal,Kathmandu,Male,1986-01-30 11:31:26,,,,
5717-RKAFF,2026-02-17,Refferal,2027-02-17,Basic,Annual,,,9.38,243,29,0,kai,India,Telangana,Male,1961-07-30 11:31:26,2025-03-02,N,75.0,1.0
6996-VQRMQ,2021-01-13,Organic,2021-02-12,Standard,Monthly,2023-01-06,Switched to competitor,14.49,1275,70,1,thomas,India,Karnataka,Male,1987-05-21 11:31:26,,,,
3216-ZTBNB,2024-02-23,Organic,2025-02-22,Standard,Annual,2026-01-09,Forgot to cancel trial,13.72,384,97,1,irya,India,Delhi,Female,1979-10-15 11:31:26,2025-08-15,Y,26.0,2.0
7734-STOOE,2023-09-30,Refferal,2024-09-29,Basic,Annual,,,7.55,241,58,0,eshana,India,Karnataka,Female,1975-08-22 11:31:26,,,,
5919-MUCSX,2021-11-22,Refferal,2021-12-22,Premium,Monthly,,,56.42,2031,20,0,tanveer,India,Karnataka,Male,,2025-12-04,N,81.0,1.0
2004-ROAQC,2024-10-01,Refferal,2025-10-01,Basic,Annual,,,6.98,586,57,0,timothy,India,Delhi,Male,1985-12-16 11:31:26,,,,
2249-SZSQU,2020-11-02,Organic,2020-12-02,Premium,Monthly,,,30.42,730,37,0,dalaja,India,Maharashtra,Female,1965-12-22 11:31:26,,,,
4755-HOVCF,2023-12-03,Paid,2024-01-02,Premium,Monthly,2026-07-02,Too expensive,35.29,1129,78,1,bimala,India,Nagaland,Female,1982-03-29 11:31:26,2025-02-20,N,85.0,1.0
6434-NCICI,2020-09-29,Refferal,2021-09-29,Standard,Annual,2022-04-17,Switched to competitor,11.53,172,81,1,udant,India,Uttar Pradesh,Male,2005-04-07 11:31:26,,,,
4907-RAREJ,2021-06-29,Paid,2022-06-29,Premium,Annual,2024-01-20,Poor streaming quality,62.03,3411,99,1,yuvraj,India,Delhi,Male,1980-10-14 11:31:26,,,,
8095-DODIL,2026-01-01,Refferal,2027-01-01,Standard,Annual,2026-06-21,Not enough content,15.99,1359,99,1,aachal,Nepal,Kathmandu,Female,1956-09-25 11:31:26,,,,
4616-NPDDE,2022-03-03,Paid,2022-04-02,Standard,Monthly,,,12.04,180,41,0,robert,India,Nagaland,Male,1994-10-24 11:31:26,,,,
2989-EAVJQ,2025-11-02,Refferal,2025-12-02,Standard,Monthly,,,11.93,1073,57,0,omya,India,Meghalaya,Female,1974-03-25 11:31:26,,,,
0184-ECARE,2023-08-08,Organic,2023-09-07,Standard,Monthly,,,15.72,738,62,0,aadhya,India,Delhi,Female,1998-04-12 11:31:26,2026-07-09,Y,15.0,1.0
4909-BAQMA,2023-05-22,Refferal,2023-06-21,Standard,Monthly,,,14.05,871,55,0,xalak,India,Karnataka,Female,1987-10-31 11:31:26,,,,
0818-ODJUD,2025-06-28,Organic,2026-06-28,Standard,Annual,,,12.67,367,26,0,tamanna,India,Telangana,Female,1958-08-14 11:31:26,,,,
1023-GHXSG,2023-09-29,Paid,2023-10-29,Standard,Monthly,,,15.55,1104,37,0,bhavya,India,Maharashtra,Female,1969-10-13 11:31:26,,,,
6985-QBIYR,2022-11-06,Paid,2023-11-06,Basic,Annual,,,7.98,199,50,0,aadhya,India,Rajasthan,Female,1985-10-03 11:31:26,,,,
0771-GEKFJ,2021-05-02,Paid,2021-06-01,Premium,Monthly,,,72.11,4903,18,0,wridesh,India,Uttar Pradesh,Male,,,,,
1805-ZQROB,2022-07-22,Paid,2022-08-21,Basic,Monthly,,,8.44,278,49,0,rachita,India,Delhi,Female,1967-01-31 11:31:26,,,,
5328-RIMGR,2022-12-10,Organic,2023-01-09,Standard,Monthly,,,11.55,323,3,0,max,India,Meghalaya,Male,1976-03-30 11:31:26,,,,
4063-OEVGJ,2022-09-27,Paid,2022-10-27,Premium,Monthly,2025-04-20,Forgot to cancel trial,67.78,1965,81,1,chakradev,India,Rajasthan,Male,2002-10-14 11:31:26,2026-05-06,N,52.0,1.0
3498-HPGYF,2021-02-05,Paid,2021-03-07,Premium,Monthly,,,58.56,2283,62,0,onkar,Nepal,Kathmandu,Male,1960-11-15 11:31:26,,,,
3123-CMYEU,2025-01-03,Paid,2026-01-03,Premium,Annual,2026-02-06,Poor streaming quality,50.29,1458,71,1,veda,India,Nagaland,Female,1996-10-13 11:31:26,,,,
7235-QJAUI,2024-05-12,Paid,2024-06-11,Standard,Monthly,,,12.12,848,27,0,maanav,India,Telangana,Male,2001-06-08 11:31:26,,,,
5443-GOGXY,2023-10-29,Organic,2023-11-28,Premium,Monthly,,,83.48,3756,14,0,hema,India,Telangana,Female,2002-10-18 11:31:26,2026-07-29,Y,36.0,1.0
8036-QNMLG,2022-05-10,Organic,2023-05-10,Basic,Annual,,,8.17,400,22,0,girish,India,Karnataka,Male,1967-02-14 11:31:26,2025-06-02,N,51.0,1.0
2276-UILKM,2024-04-06,Paid,2024-05-06,Standard,Monthly,2024-06-28,Not enough content,14.43,259,92,1,damyanti,India,Rajasthan,Female,1996-03-14 11:31:26,,,,
0351-IYHWK,2023-06-08,Paid,2024-06-07,Basic,Annual,,,9.24,194,32,0,rachita,India,Delhi,Female,1994-06-16 11:31:26,,,,
6395-TMSWQ,2024-11-12,Organic,2025-11-12,Standard,Annual,2025-12-09,Switched to competitor,14.33,1074,84,1,theodore,India,Nagaland,Male,1985-06-18 11:31:26,,,,
7136-FBUKN,2020-11-03,Refferal,2021-11-03,Standard,Annual,,,13.51,972,14,0,ekiya,India,Delhi,Female,1994-03-24 11:31:26,,,,
5624-IBXDZ,2024-10-10,Organic,2025-10-10,Basic,Annual,,,8.19,253,44,0,advik,India,Meghalaya,Male,1997-04-10 11:31:26,,,,
0941-BIXFH,2023-06-14,Organic,2024-06-13,Standard,Annual,,,11.67,921,17,0,kashvi,Nepal,Kathmandu,Female,1958-03-21 11:31:26,2024-10-06,N,85.0,1.0
5562-FCNOY,2023-07-06,Refferal,2024-07-05,Basic,Annual,,,7.86,322,48,0,mitesh,India,Delhi,Male,1970-02-25 11:31:26,2026-07-27,Y,23.0,2.0
0051-CEZVV,2020-11-06,Refferal,2020-12-06,Standard,Monthly,,,14.27,742,3,0,abhiram,India,Uttar Pradesh,Male,1964-07-18 11:31:26,,,,
1277-MSPHZ,2022-07-31,Paid,2023-07-31,Premium,Annual,2023-05-21,Switched to competitor,80.49,3541,79,1,baghyawati,India,Uttar Pradesh,Female,1991-07-08 11:31:26,,,,
7857-RDZLJ,2022-12-20,Refferal,2023-12-20,Standard,Annual,,,16.75,904,17,0,ansh,Nepal,Kathmandu,Male,1957-03-17 11:31:26,,,,
3155-TWSXV,2025-04-11,Paid,2025-05-11,Basic,Monthly,,,9.34,831,16,0,hitesh,India,Delhi,Male,1962-08-12 11:31:26,,,,
6908-VLGBY,2023-04-10,Refferal,2024-04-09,Basic,Annual,2025-03-04,Too expensive,9.05,181,79,1,yutika,India,Karnataka,Female,1978-09-20 11:31:26,,,,
6341-XNKJA,2024-11-24,Refferal,2024-12-24,Premium,Monthly,2025-07-16,Too expensive,31.69,1711,78,1,falguni,India,Nagaland,Female,1972-12-23 11:31:26,,,,
8919-WAUKV,2025-12-15,Paid,2026-01-14,Standard,Monthly,2026-06-15,Not enough content,13.53,784,91,1,kamala,India,Uttar Pradesh,Female,1984-11-24 11:31:26,2024-09-16,N,54.0,1.0
6655-ANRMR,2023-06-13,Refferal,2024-06-12,Basic,Annual,2025-06-24,Poor streaming quality,8.66,467,79,1,ekavir,India,Delhi,Male,1980-08-07 11:31:26,,,,
1316-SEQMQ,2023-05-07,Refferal,2024-05-06,Basic,Annual,2025-08-11,Switched to competitor,6.51,201,76,1,adya,India,Telangana,Female,1999-09-20 11:31:26,,,,
5760-IJYQD,2022-01-12,Organic,2023-01-12,Premium,Annual,,,82.54,6025,38,0,aradhana,India,Karnataka,Female,1996-04-17 11:31:26,2025-12-08,N,63.0,2.0
7845-IYFDP,2025-11-02,Paid,2025-12-02,Premium,Monthly,2026-03-17,Forgot to cancel trial,84.24,6654,79,1,arya,India,Nagaland,Female,1970-11-17 11:31:26,,,,
5273-IJKDC,2023-04-05,Refferal,2024-04-04,Basic,Annual,2025-11-21,Too expensive,8.81,475,77,1,chasmum,India,Uttar Pradesh,Female,1986-08-15 11:31:26,,,,
2017-YHWKV,2025-06-10,Refferal,2026-06-10,Premium,Annual,2025-12-12,Switched to competitor,36.3,943,74,1,harinakshi,India,Meghalaya,Female,1997-04-09 11:31:26,,,,
2290-BQRNY,2025-05-04,Paid,2026-05-04,Premium,Annual,,,71.43,2428,44,0,azad,India,Karnataka,Male,1961-07-02 11:31:26,,,,
2482-SEYIB,2021-04-17,Paid,2022-04-17,Premium,Annual,,,48.65,827,45,0,chatresh,India,Uttar Pradesh,Male,1992-12-01 11:31:26,2025-11-14,N,68.0,2.0
6709-ERPPS,2025-04-06,Organic,2026-04-06,Premium,Annual,2025-05-22,Poor streaming quality,37.37,2802,90,1,azad,India,Rajasthan,Male,1961-05-02 11:31:26,2025-06-28,Y,16.0,1.0
4388-NEBSX,2022-07-02,Paid,2022-08-01,Basic,Monthly,,,8.93,759,56,0,sai,India,Uttar Pradesh,Male,1987-10-26 11:31:26,2026-08-04,N,59.0,2.0
0225-JNFKM,2022-06-27,Paid,2022-07-27,Premium,Monthly,,,90.57,5796,35,0,ekantika,India,Meghalaya,Female,2008-06-01 11:31:26,,,,
0238-CKRYX,2025-01-11,Organic,2025-02-10,Standard,Monthly,2025-09-22,Poor streaming quality,12.52,212,84,1,jalsa,India,Meghalaya,Female,1974-03-29 11:31:26,,,,
8136-XSXBZ,2022-07-26,Paid,2023-07-26,Standard,Annual,,,16.45,411,6,0,gabriel,India,Rajasthan,Male,1983-01-17 11:31:26,,,,
8320-JCJPT,2022-03-19,Organic,2023-03-19,Premium,Annual,,,25.82,2091,32,0,dipta,India,Meghalaya,Female,1996-10-19 11:31:26,,,,
9443-TWCSK,2021-08-08,Refferal,2022-08-08,Premium,Annual,,,39.14,2583,47,0,sarthak,India,Karnataka,Male,1974-08-03 11:31:26,2025-05-18,N,87.0,1.0
9770-CCIZO,2023-02-28,Paid,2023-03-30,Standard,Monthly,,,13.66,969,38,0,fitan,India,Meghalaya,Male,1990-10-13 11:31:26,2026-06-28,N,56.0,1.0
3875-KQSCK,2021-05-28,Paid,2022-05-28,Standard,Annual,,,14.28,699,49,0,anusha,India,Rajasthan,Female,1969-02-02 11:31:26,,,,
2839-IAWAR,2025-02-09,Refferal,2025-03-11,Standard,Monthly,,,11.77,635,32,0,riya,India,Nagaland,Female,1980-09-21 11:31:26,2024-09-01,N,80.0,1.0
1580-ZWHDU,2021-02-06,Refferal,2022-02-06,Basic,Annual,2024-01-16,Not enough content,8.99,647,78,1,yagnesh,India,Delhi,Male,2005-01-16 11:31:26,,,,
6712-SEHRR,2021-09-01,Organic,2022-09-01,Standard,Annual,,,15.64,484,53,0,aarini,India,Karnataka,Female,1982-11-26 11:31:26,,,,
3858-SSNLA,2024-09-13,Paid,2024-10-13,Premium,Monthly,,,84.69,1439,47,0,chaitanya,India,Nagaland,Male,1983-10-31 11:31:26,2025-10-29,N,74.0,1.0
9751-NYOHY,2023-01-12,Organic,2023-02-11,Standard,Monthly,,,16.24,1185,41,0,meghana,India,Telangana,Female,1990-08-24 11:31:26,2026-04-03,N,72.0,1.0
8037-QEXAT,2024-08-13,Paid,2025-08-13,Standard,Annual,,,13.83,1175,11,0,wazir,India,Delhi,Male,2003-02-13 11:31:26,,,,
6912-IIADE,2021-06-17,Organic,2021-07-17,Basic,Monthly,2022-06-07,Poor streaming quality,9.61,317,77,1,harshil,India,Karnataka,Male,1958-07-24 11:31:26,2025-03-07,Y,34.0,1.0
0948-NOYRG,2023-01-03,Refferal,2024-01-03,Standard,Annual,,,16.63,1080,10,0,varenya,India,Meghalaya,Female,1971-08-25 11:31:26,,,,
9290-LBSTK,2024-02-24,Organic,2025-02-23,Basic,Annual,,,6.31,334,19,0,gagan,India,Karnataka,Male,1977-01-12 11:31:26,2024-09-17,Y,11.0,1.0
8452-XXQZU,2024-10-05,Organic,2025-10-05,Premium,Annual,,,21.91,1073,57,0,hemangini,India,Delhi,Female,1997-04-11 11:31:26,2025-11-11,N,53.0,1.0
0072-VUGQL,2024-03-30,Organic,2024-04-29,Basic,Monthly,2026-08-22,Too expensive,8.9,382,77,1,chanchal,India,Telangana,Female,1989-04-16 11:31:26,2026-03-16,Y,34.0,1.0
0610-ENYTX,2023-01-17,Organic,2023-02-16,Standard,Monthly,2023-05-01,Poor streaming quality,16.62,1096,74,1,owen,India,Rajasthan,Male,1982-08-27 11:31:26,2025-10-02,N,89.0,1.0
2619-GDLLW,2021-04-24,Refferal,2022-04-24,Standard,Annual,,,12.92,943,32,0,gopal,India,Uttar Pradesh,Male,1963-10-06 11:31:26,,,,
7862-GCXLH,2026-04-03,Paid,2026-05-03,Basic,Monthly,2026-07-30,Too expensive,8.94,455,94,1,zilmil,India,Maharashtra,Female,2000-09-24 11:31:26,,,,
2220-FRAXO,2025-08-06,Refferal,2026-08-06,Basic,Annual,,,8.46,372,35,0,radhika,India,Uttar Pradesh,Female,1967-06-28 11:31:26,,,,
0160-EJFVG,2021-11-24,Paid,2022-11-24,Basic,Annual,,,8.92,695,47,0,yashica,India,Rajasthan,Female,1959-04-10 11:31:26,2026-03-07,N,64.0,2.0
7880-NQDNW,2020-12-10,Refferal,2021-12-10,Premium,Annual,2021-03-17,Too expensive,52.49,4409,72,1,lakshit,India,Telangana,Male,2008-07-15 11:31:26,,,,
9483-BOGKB,2025-03-20,Paid,2026-03-20,Standard,Annual,2026-05-07,Too expensive,11.62,650,80,1,dayita,India,Telangana,Female,1979-09-09 11:31:26,,,,
3744-ACNBM,2023-07-01,Paid,2024-06-30,Basic,Annual,2024-06-24,Poor streaming quality,7.48,246,77,1,warjas,India,Nagaland,Male,1971-03-01 11:31:26,2024-12-15,Y,19.0,1.0
6325-JWOKL,2020-12-12,Paid,2021-12-12,Premium,Annual,,,70.67,4028,43,0,anya,India,Delhi,Female,1998-07-05 11:31:26,,,,
4692-XTPUG,2022-04-11,Organic,2022-05-11,Basic,Monthly,,,8.45,642,51,0,rajata,India,Telangana,Female,2001-11-24 11:31:26,2025-07-04,N,88.0,2.0
1399-UAMSO,2020-11-19,Paid,2021-11-19,Premium,Annual,2023-10-25,Switched to competitor,33.57,1342,77,1,vasana,Nepal,Kathmandu,Female,1974-12-06 11:31:26,,,,
2459-EZGHJ,2025-12-15,Paid,2026-12-15,Standard,Annual,,,12.69,926,62,0,ati,India,Meghalaya,Female,1999-12-13 11:31:26,,,,
7464-IKKKO,2021-07-18,Paid,2022-07-18,Standard,Annual,,,13.71,754,65,0,hema,India,Maharashtra,Female,1990-05-31 11:31:26,,,,
3347-XONUO,2023-06-05,Organic,2024-06-04,Basic,Annual,,,9.14,219,5,0,akshay,India,Karnataka,Male,1964-01-31 11:31:26,2026-06-06,N,56.0,2.0
3145-IDZNH,2024-01-17,Refferal,2025-01-16,Basic,Annual,2024-03-19,Forgot to cancel trial,6.52,149,87,1,vamakshi,India,Delhi,Female,2001-07-19 11:31:26,2025-04-16,Y,19.0,2.0
7642-NAZMP,2021-12-17,Organic,2022-01-16,Premium,Monthly,2022-07-28,Forgot to cancel trial,78.17,4924,85,1,omaja,India,Nagaland,Female,1999-05-09 11:31:26,,,,
1632-OVBDN,2022-07-06,Paid,2022-08-05,Premium,Monthly,,,39.74,3536,57,0,christopher,Nepal,Kathmandu,Male,2002-09-11 11:31:26,2024-10-31,N,56.0,1.0
7566-JELVP,2025-08-21,Refferal,2026-08-21,Premium,Annual,,,26.81,2010,13,0,triveni,India,Rajasthan,Female,1985-06-22 11:31:26,2025-05-22,N,86.0,2.0
0218-LIDGL,2024-01-01,Organic,2024-12-31,Premium,Annual,2026-02-26,Poor streaming quality,58.75,3113,70,1,warinder,Nepal,Kathmandu,Male,2000-03-11 11:31:26,,,,
9475-VYLMD,2025-10-04,Paid,2025-11-03,Premium,Monthly,2025-11-28,Forgot to cancel trial,36.8,2244,82,1,avi,India,Uttar Pradesh,Male,,2024-12-04,N,83.0,1.0
4927-BQOVN,2021-08-29,Refferal,2021-09-28,Premium,Monthly,,,75.99,5015,15,0,vasana,India,Maharashtra,Female,1968-10-13 11:31:26,2025-05-21,N,52.0,1.0
4148-KAAYW,2024-10-10,Organic,2025-10-10,Standard,Annual,,,15.03,360,51,0,vasudha,India,Karnataka,Female,1973-11-11 11:31:26,,,,
7321-RZCEI,2026-03-31,Paid,2026-04-30,Premium,Monthly,,,92.56,6386,48,0,praneel,India,Uttar Pradesh,Male,1986-09-28 11:31:26,2025-01-15,N,71.0,1.0
9410-OTNLQ,2020-10-27,Paid,2021-10-27,Basic,Annual,,,9.68,784,52,0,devansh,India,Delhi,Male,1997-04-16 11:31:26,,,,
5601-TONEO,2022-04-02,Paid,2023-04-02,Standard,Annual,2022-10-06,Not enough content,13.17,842,75,1,ayushman,India,Nagaland,Male,1998-07-13 11:31:26,2025-07-27,Y,21.0,2.0
9631-DBIKV,2021-08-15,Paid,2022-08-15,Basic,Annual,2022-11-04,Forgot to cancel trial,9.44,764,76,1,shaurya,India,Meghalaya,Male,1993-05-21 11:31:26,,,,
3684-FCPQJ,2021-11-25,Paid,2021-12-25,Standard,Monthly,,,12.54,326,5,0,pavani,India,Delhi,Female,1972-04-13 11:31:26,,,,
0351-DNCBF,2024-02-09,Paid,2024-03-10,Standard,Monthly,,,15.15,348,28,0,neelima,India,Telangana,Female,1998-07-16 11:31:26,,,,
2353-YSUID,2023-12-18,Paid,2024-12-17,Standard,Annual,,,12.21,427,65,0,frederick,India,Delhi,Male,1964-04-26 11:31:26,,,,
9704-MKKDE,2021-02-18,Paid,2022-02-18,Premium,Annual,,,26.66,1386,22,0,ishwar,India,Nagaland,Male,1958-12-02 11:31:26,2026-05-09,Y,27.0,1.0
4347-OMILT,2025-08-05,Refferal,2025-09-04,Premium,Monthly,2026-07-12,Switched to competitor,30.97,1331,84,1,wishi,Nepal,Kathmandu,Female,1976-08-29 11:31:26,2025-01-26,N,85.0,1.0
6690-SNPEY,2025-06-13,Paid,2025-07-13,Premium,Monthly,,,88.41,5393,26,0,vritti,India,Nagaland,Female,1968-05-29 11:31:26,,,,
